,用户ID,评论时间,评论文本,positive_prob,sentiment,neutral_prob,negative_prob
4339,转转风,2019-12-09 19:49,不提倡，不反对，只是别搞到像外国一样少数倒逼大多数就行,0.1176,负面,0.0007,0.8817
4340,大天魔三千,2019-12-09 19:20,为什么都是妈妈比较支持自己孩子呢？因为那是自己生出来的，而父亲整个脑袋里想的只有传宗接代,0.9782,正面,0.0033,0.0185
4341,葱伴er侣,2019-12-09 16:53,大家默认的同性恋更多是男同？,0.0069,中性,0.6648,0.3282
4342,SteeevenZ,2019-12-09 13:09,感恩！So sweet!,0.8576,正面,0.0101,0.1323
4343,努力学古琴的小江,2019-12-09 12:36,中国儒家思想从来就没有对同有过自己的地位，所以中国还有很长的路要走。,0.0098,负面,0.1673,0.8228
4344,奶油乌冬冬,2019-12-08 22:56,我希望你幸福,0.0718,负面,0.0023,0.9258
4345,防弹大菠萝_bili,2019-12-08 22:22,不知道自己到底喜欢啥样的,0.9279,正面,0.0094,0.0627
4346,阿今4520,2019-12-08 19:31,"不反对不支持。
如果顶不住压力去结婚生子却又去乱搞的同，才是令人憎恶的。",0.4271,负面,0.1002,0.4726
4347,GorgEs_,2019-12-08 19:25,不理解但尊重,0.0257,负面,0.3336,0.6405
4348,白傻子瓜子购买者,2019-12-08 17:28,LGBT毕竟是少数群体，要让整个社会去接受去无差别对待任重而道远，本着不歧视不宣传的原则，祝愿所有善良的人都能找到属于自己的真爱！,0.2072,中性,0.5276,0.265
4349,MYAJ9S36C,2019-12-08 16:40,个人感觉吧，暂时只能接受百合,0.9949,正面,0.0012,0.0039
4350,泡泡等明明回家,2019-12-08 12:23,不知道是不是可以这样理解？不是喜欢同性，只是刚好喜欢的那个的人，和自己是同样的性别而已。,0.9821,正面,0.0005,0.0173
4351,MavisMavCao,2019-12-08 10:11,加油加油加油,0.8724,正面,0.0442,0.0834
4352,阿广想喝奶茶,2019-12-07 23:45,阿姨真可爱，是很贴心的妈妈！,0.914,正面,0.0018,0.0842
4353,摩尔曼斯克与雪,2019-12-07 20:34,"不是说同性恋那么这些人对同性就都是爱与喜欢
她们也可以有自己要好的朋友
女同也可以和自己的闺密亲密但这并不是爱情方面的啊",0.2817,负面,0.0146,0.7036
4354,陌丶墨,2019-12-07 20:12,这次居然没有打码，一步一步走吧，会看到的，羡慕他们。,0.997,正面,0.0001,0.0029
4355,队长你好傲娇,2019-12-07 18:43,love is love,0.0365,负面,0.0258,0.9377
4356,红花最爱尧十三,2019-12-07 16:23,希望以后，我也能遇见一个，能让我勇敢的人。,0.9818,正面,0.0139,0.0042
4357,逾期粒,2019-12-07 09:06,😊😊😊真好！,0.9747,正面,0.0006,0.0247
4358,灵魂踽踽独行,2019-12-07 02:24,不论是异性恋，还是同性恋，还是双性恋，还是无性恋，都应该被尊重和理解。,0.9447,正面,0.002,0.0533
4359,陆阿提,2019-12-07 01:25,找个东北男人，然后去东北定居,0.8877,正面,0.0555,0.0568
4360,寒袖笼香,2019-12-06 23:39,我是异性恋，我支持允许同性婚姻，但我反对“同志”这个称呼！这个词更应该用来指共同的理想信念吧？希望把同性恋者当做普通人来看，别贬低，也别抬高。,0.179,负面,0.0177,0.8032
4361,未闻刀名ぃ,2019-12-06 21:39,同性恋是生理还是心理的原因？,0.0063,负面,0.0005,0.9932
4362,宝藏男孩吴以岭,2019-12-06 20:49,话说同性恋在同龄人中是不会有歧视的吧，不明白这个法案通过的意义，如果是为了法律层面保护双方财产的话，倒还可以理解,0.0039,负面,0.0008,0.9953
4363,奈何桥过不去的是过去,2019-12-06 19:35,这有啥骄傲的？,0.9837,正面,0.0003,0.0159
4364,奈何桥过不去的是过去,2019-12-06 19:36,我不想结婚怎么办,0.9006,正面,0.0487,0.0505
4365,晚昉-metal,2019-12-06 19:03,自由平等，都有追求爱和不爱的权利，让所有人都有更多的选择。,0.9782,正面,0.0013,0.0205
4366,jast777,2019-12-06 15:44,不以为耻,0.9973,正面,0.0,0.0026
4367,白花千鹤,2019-12-06 10:29,不想结婚的怎么办？,0.9936,正面,0.0001,0.0063
4368,大码汉服娘,2019-12-06 08:31,支持一下 合法的婚姻 以免以后连手术通知书都没人签字,0.9984,正面,0.0001,0.0015
4369,中生代天后胡叶新,2019-12-06 00:03,民政局，我们相约2040年。,0.7432,正面,0.1292,0.1274
4370,金二街,2019-12-05 23:58,慢慢来吧   总要有一个过程,0.9723,正面,0.0068,0.0209
4371,一根纤细的辣条,2019-12-05 23:10,这里面的背景音乐是什么歌啊啊啊啊好听！,0.9973,正面,0.0001,0.0026
4372,Tan北鼻,2019-12-05 22:03,请问后面沙滩那段背景音乐是什么，谢谢,0.5151,正面,0.0014,0.4835
4373,烈火戰士湜하屾예,2019-12-05 20:23,我反对gay合法，但不反对gay的存在,0.9366,正面,0.031,0.0323
4374,猫小音,2019-12-05 14:29,无论爱谁都是一个人的自由,0.9898,正面,0.0002,0.01
4375,江东双璧,2019-12-05 13:59,我曾经试图跟我父亲聊天过程中说了关于同性恋的事情他非常不支持不同意，说我一定不能变成那种人但我确实就是同性恋……,0.9987,正面,0.0001,0.0013
4376,消除垃圾__,2019-12-05 01:11,幸福就好。,0.9965,正面,0.0002,0.0033
4377,叠嫩嫩叠,2019-12-04 22:45,今天也在为甜甜的爱情流泪,0.0156,中性,0.8198,0.1643
4378,凡尔赛铁锤,2019-12-04 16:39,"同性恋有啥不好的？我就不说为他人着想，我就自私的只考虑我自己，如果我是同性恋，支持同性恋肯定是好事吧。如果我是异性恋，还缓解了竞争压力呢两个男的在一起，岂不是多出了两个老婆。
怎么想都划算啊（￣▽￣）",0.9179,正面,0.0013,0.0807
4379,千与千寻的龙,2019-12-04 14:12,这个妈妈真好！,0.4763,正面,0.0804,0.443
4380,呱呱呱呱r,2019-12-04 12:53,同性异性都一样，不要抬高或贬低,0.9289,正面,0.0037,0.0674
4381,是阿妍ya,2019-12-04 12:52,同性恋真的会承受很多痛苦,0.8242,正面,0.1274,0.0481
4382,是阿妍ya,2019-12-04 12:51,可是家长们真的会很伤心,0.0475,负面,0.0431,0.9093
4383,紫蝶琳梦,2019-12-04 12:18,真的希望面对爱，每个人都能快乐,0.9196,正面,0.0008,0.0795
4384,永远睡大觉,2019-12-04 12:09,加油啊,0.1581,负面,0.1434,0.6985
4385,寒冰射手-艾希,2019-12-04 10:53,你以为出柜很难，我来告诉你，我出柜了一样没得男朋友。,0.001,负面,0.0004,0.9986
4386,橘里橘气举报了,2019-12-04 10:44,能出柜成功甚至是让家长理解自己，真的很难得太羡慕了,0.9969,正面,0.0,0.0031
4387,囝囝的简单,2019-12-04 10:37,拥有父母家人的支持，祝你们幸福,0.0061,负面,0.0016,0.9923
4388,迟早成为种田文大佬,2019-12-04 09:29,"自夸一下，东北不论男女平等还是性向平等接受程度都是挺高的，我个人经验。
我青春期恨不得天下大同的时侯（贼讨人厌的时侯）没少问亲戚家要是儿子想出嫁怎么办，得到的回应基本都是“他要这样咱有什么办法。不过他自己喜欢我不管，要是被你教坏的看我揍不揍你”（我现在想起来我当时也是真的招人烦）
不过我接触过的人接受能力真的很高hhhhhhhh～而且都是农村人",0.9384,正面,0.0008,0.0607
4389,白岛和国,2019-12-03 23:47,好勇敢的哥哥姐姐们！！！,0.3318,负面,0.1663,0.5018
4390,greenaway,2019-12-03 23:20,真是有爱又勇敢的妈妈啊！内心强大,0.9225,正面,0.0107,0.0668
4391,lisasukicookie,2019-12-03 23:13,我以前喜欢花的，现在喜欢彩虹的。因为他我连喜好都变了。阿姨真的好棒，不管形式不管性别不管关系，爱就爱。,0.779,正面,0.1026,0.1182
4392,辛图bi,2019-12-03 22:59,正在出柜过程中，日子很艰难，父母很痛苦，心疼他们，不知道怎么才能说服他们，让他们相信这是对我最合适的选择,0.6876,正面,0.2913,0.0204
4393,我硬币特别多,2019-12-03 22:33,.同性恋应该被支持，但不能被大肆宣扬，因为有很多孩子对很多事情还很懵懂，很容易被带偏，就像我十几岁的时候吧 认识一些朋友 她们喜欢女孩子。但，这些人里面，我认识了很多年的，在几年后，会发现，她们到最后找的还是男孩子，我问你最开始不是喜欢女的吗，她说“小时候不懂事 看见别人喜欢同性过的挺好的（网络上很容易进一个圈子，一个人喜欢什么 还是比较容易找到同爱好的人 包括同性圈子）误以为我喜欢跟女的玩 有点讨厌跟男的玩是因为我喜欢女孩子  而且我太沉迷于网络了。”我希望同性以后能光明正大 但 尽量 不要发误导人的“同性真爱”的东西 到网络上 真的。别骂我 十几岁的是真的很容易被误导 认为同性是真爱 异性只为繁衍。。说这种话的除了开玩笑，那是真的被带偏了。真正喜欢腐 或者 喜欢同性之间的爱的 都是默默的。不会非常骄傲的发朋友圈 发空间 啊啊啊谁谁谁真爱 啊啊啊上床了 啊啊 dvhdgdxhhd一堆会被和谐的话。不过我也看出来了，那些公然卖腐的 年纪都不大 。,0.2043,负面,0.0249,0.7708
4394,天若浮汀,2019-12-03 14:13,加油哦，包容度会越来越高的，知识的普及真的挺重要,0.9876,正面,0.0027,0.0096
4395,胃的奴隶,2019-12-03 09:43,这个阿姨真伟大，要是一般家长都有可能把儿子送到豫章书院。这个阿姨很尊重孩子。,0.2419,负面,0.0043,0.7537
4396,LlllllllAaaaaa_,2019-12-02 23:37,要幸福啊，看到在海边拍照亲亲好感动。都是内心多么美好的人啊,0.886,正面,0.0774,0.0364
4397,一只熏鱼,2019-12-02 23:31,如果可以 谁希望自己是同性恋 谁不希望过上结婚生子的幸福生活,0.9943,正面,0.0,0.0057
4398,雨林淋霖,2019-12-02 22:36,啊，如果我真是同的话可能这辈子都不会出柜吧，感觉父母还是会伤心，毕竟家长都希望抱外孙外孙女，也不希望他们被人指指点点，也没有那个勇气。作为一个腐女对同的接受度很高，也能接受理解他们，但是无法理解那些为了猎奇去喜欢同性或者盲目怂恿别人喜欢同性的，做出这个选择现实生活中要背负的实在是太多了啊，希望公众能更多的接受他们吧，希望他们能够幸福,0.996,正面,0.0,0.004
4399,jusuiiiy,2019-12-02 22:13,希望中国早日同性婚姻合法化,0.4559,负面,0.0113,0.5327
4400,方格还是圆点,2019-12-02 20:48,我觉得当同性牵手和异性牵手一样，在街上没有人再注意的时候，才是公众真正的理解和自由平等。维护同性恋权益的同时，很多人理解接受了，但是肯定也有人依旧排斥。这不奇怪，总要有一个过渡。在这件事情具有了高关注度和新鲜度的情况下，最怕的就是一些本来不是同性恋的人，因为新奇而去尝试，去伤害别人的感情。,0.9859,正面,0.0046,0.0095
4401,Han小西,2019-12-02 20:30,无论什么样的感情 性别或者年龄都要对对方自己和感情负责。哪怕这份感情已变淡、腐朽也要稳妥地处理好 不能只顾自己心意。而无论性别、年龄 再无法抑制地感情也不要以伤害他人为前提 不介入他人之间情感为前提。爱情是使身心在挫折中仍然努力过渡最终变健康的事情。提倡爱情平等的同时 请一定提倡把对自己和自己以外的人伤害降到最低的原则为前提。,0.0128,负面,0.0021,0.9852
4402,雨晴烟碗,2019-12-02 18:24,我不明白为什么多数人的反对能决定少数人的权利。同性是真爱，异性为繁衍，撑同性，反歧视。,0.9981,正面,0.0,0.0019
4403,用户名过短12,2019-12-02 11:16,其实我自己特别纠结的一点就是，这是我自己的选择，可是当父母知道这个事以后，她又得去承担一些心里上的复旦，自己去说服自己，有点不忍心他们一把年纪还得因为我的选择承受压力，所以不知道该不该说，怎么说,0.9774,正面,0.0007,0.022
4404,三五盏,2019-12-02 10:08,之所以不出柜就是怕和身边同性有什么亲密的行为会被认为我暗恋她,0.9253,正面,0.0006,0.0741
4405,挽明灯照江东,2019-12-02 01:18,评论里那些说恶心的你不看不就行了吗？标题看不懂？觉得恶心你还看还跑进来评论一下，你们也够恶心人的,0.623,正面,0.088,0.2885
4406,徐涛考研政冶,2019-12-02 01:04,哈哈哈哈哈哈哈笑死我了，出柜也好出境也好，以前都哭哭啼啼，哈哈哈哈哈哈哈哈,0.9981,正面,0.0001,0.0018
4407,奈神茜妞我的菜,2019-12-01 09:05,不能总是看这种视频，不然我的黑名单迟早要满。还有一群不接受同性恋的人是过来搞笑的嘛，我都没有去过异性恋的视频里说我讨厌异性恋呢,0.973,正面,0.0006,0.0264
4408,锅锅dutyyy,2019-12-01 01:13,我是双，爱上一个人就是这个人，不分性别，但我现在是单身哈哈，坦坦荡荡，从未后悔，希望未来可以遇见真心爱我的人，无论男女，我都会做勇敢的自己,0.9986,正面,0.0001,0.0013
4409,奶盖糖精,2019-12-01 00:55,”儿子，不管你爱什么人。你依然是妈妈的好儿子。”,0.802,正面,0.1859,0.0113
4410,吃人的霸王花_,2019-11-30 23:47,同性恋，就是很简单的两个人相爱了啊，只不过性别一样了而已。没有必要说因为他或者她是同性恋就给予所谓的更多的关注。该怎么相处就怎么相处就好，更多的所谓的关注，反而可能会让他们更不自在。,0.9329,正面,0.0007,0.0664
4411,钙中钙钙片,2019-11-30 23:42,999,0.9201,正面,0.0162,0.0638
4412,沈孑一,2019-11-30 22:35,"没什么问题 法律有保护 有人陪着过一生就好 中国人讲求和而不同 中庸之道 都做到了未来的社会会很好
说白了 没必要低调更没必要高调 做好自己就好",0.9984,正面,0.0,0.0015
4413,风郁晚,2019-11-30 22:31,这个世界人们活着不是为了生孩子了呢，拿着老套的封建思想，和我扯炉子呢。就因为不能生孩子违背了自然?动物搞基的历史还少了啊!?哦，人类也是高级动物呢!还有，女的他妈就只有生孩子的作用啦?不能生孩子就不是女的了呗，可把你牛逼坏了。,0.9953,正面,0.0,0.0046
4414,风郁晚,2019-11-30 22:25,我还要再说一遍，我们为同性恋宣传不为别的，只是想让他们能勇敢的恋爱，不要因为这个世界和反对他们的人而觉得自己是异类。,0.992,正面,0.0012,0.0068
4415,晚安般若,2019-11-30 22:23,作为异性恋很坦然的看完视频，怎么说呢，人生苦短且一次,0.7092,正面,0.1026,0.188
4416,乆乆至夏,2019-11-30 21:32,加油,0.9913,正面,0.0001,0.0085
4417,PP榴莲君,2019-11-30 21:22,"其实我觉得我们国家现在对这样的感情持不支持不反对的态度，已经是非常好了，再给它多一点时间吧，毕竟以前是那样的社会，国情是这样的国情。必要的权益该争取还是争取，大环境下要完全改变是很漫长的事情。
我之前还看新闻，是我家乡的微博大v发的视频，基本上我们这儿的微博用户都会关注他，有一对新人，性别男男，在亲朋好友的见证下举办了盛大的婚礼，社会在进步，人民的接受度更高了，趋势其实是很好的",0.987,正面,0.001,0.012
4418,之死糜他,2019-11-30 20:56,大学思修老师课堂上讲，同性恋就是精神病。那一刻，一百多人的教室当场炸了，那一刻，我亦感觉很温暖。,0.0179,负面,0.1175,0.8645
4419,乐由健乐,2019-11-30 20:26,这个吻，我哭了,0.1551,负面,0.0031,0.8416
4420,Ezy乔,2019-11-30 20:21,微凉的微博有吗,0.9952,正面,0.0006,0.0042
4421,谷江山睡觉别压我头发,2019-11-30 20:03,这个妈妈有点像我妈妈，有点想我妈了,0.9738,正面,0.0084,0.0178
4422,echo五戳,2019-11-30 19:57,深感上一辈面对的压力有时比我们年轻一代还大，不仅是他们当年出柜的环境，也包括子女出柜后他们交际圈同辈人知晓后的看法态度，有时或许会面临比出柜的子女还还要复杂的情况，所以出柜不仅是简单两个当事人，还有其亲近的人，都不仅是需要温柔包容接纳，还需要保持平常心的信念和自信从容，来消解这种传递下来的阻力,0.8448,正面,0.0016,0.1535
4423,池川鴜,2019-11-30 19:42,我觉得不是让更多人支持同性恋，而是让我们这些所谓的大众意识到平等的重要性，不是将同情播撒给别人，而是将正确的观念驻于自己,0.9192,正面,0.0003,0.0805
4424,奇林有祥云,2019-11-30 19:30,唔，如果二十年后我们的社会环境能好些，大家能更包容些，万一我闺女是同，那找个女朋友也不错，毕竟还是女人最懂女人心，我好想有两个闺女（我在说什么）,0.9671,正面,0.0017,0.0312
4425,雩京,2019-11-30 19:08,问个事。这是什么活动我i了,0.9478,正面,0.0013,0.0509
4426,ufc砖家,2019-11-30 17:57,如果在中世纪会被火焚,0.2244,负面,0.0824,0.6932
4427,爱吃的小肥肥吖,2019-11-30 16:44,希望一切顺利一切都好，看到亲亲的时候我哭了，爱情是美好的，社会会越来越好,0.8271,正面,0.0105,0.1623
4428,鲤枝繁叶茂,2019-11-30 14:18,99999999999,0.9925,正面,0.0013,0.0061
4429,秋哩哩,2019-11-30 13:03,其实我觉得吧 喜欢同性和异性都是一件很正常的事情 不必强调自己是不是Gay 我觉得这根本不必拿来讨论 只是需要面对别人对于同性恋与异性恋不一样的偏见和看法 我是觉得老子喜欢男的女的都不管别人的事 没人可以干涉我,0.112,负面,0.0154,0.8725
4430,来颗桑桑子,2019-11-30 12:29,讨厌两种人，一种是直男卖腐，另一种是明明是男同却要演直男，欺骗妹子。同性恋本来是普通人，不需要遮掩躲藏，大大方方就值得被尊重。,0.9944,正面,0.0003,0.0052
4431,吃点炒豆豆,2019-11-30 12:03,感动之余忽然一大口狗粮，哈哈哈哈哈哈,0.9353,正面,0.0264,0.0382
4432,花椒道长,2019-11-30 11:32,支持婚姻自由爱情自由人人平等,0.9975,正面,0.0009,0.0016
4433,迦藍,2019-11-30 10:35,支持公开，这样就会减少骗婚的吧,0.9982,正面,0.0001,0.0016
4434,无法输入我动听的全名,2019-11-30 06:04,其实他们很正常，真的，就只是喜欢了一个和自己性别相同的人。,0.8051,正面,0.0007,0.1942
4435,苏卡夫,2019-11-30 06:21,嗯,0.3646,负面,0.0529,0.5824
4436,Charitysix,2019-11-30 01:44,现在没事就想看看这个视频，像两位这样的接吻和幸福种种真的是我难以得到的，这些或许看起来简单，但对我来说真的有点遥不可及，祝大家幸福！,0.9938,正面,0.0001,0.0061
4437,长岛冰茶wm,2019-11-30 01:15,love is love   彩虹🌈永远都是最美好的颜色,0.1472,负面,0.0089,0.8439
4438,柴郡猫7,2019-11-30 00:48,不容易啊。祝福╰(*´︶`*)╯,0.9904,正面,0.0007,0.0089
4439,一花为怜生,2019-11-29 23:56,尽了自己的一份绵薄之力,0.9523,正面,0.0105,0.037
4440,慕容茹芯,2019-11-29 22:20,同意让法律赋予同性人平等的权益，但做不到鼓励。当今中国社会这样的事情还是会被排斥的，人言可畏啊！会很艰难！但是吧！男男女女能够相爱即是有缘，能相守共渡即是有份，所以还是希望有缘分的人能在一起！希望不负缘分，无憾此生！,0.9281,正面,0.0111,0.0607
4441,会跑的乌龟2017,2019-11-29 22:10,不得不说这个议题上台湾真的很先进，权利不去争取那就只是一张纸,0.9299,正面,0.012,0.0581
4442,账号已注销,2019-11-29 21:58,"那个，我不知道自己的性向，也不知道怎么和同性恋相处，虽然是腐女，但是我觉得自己嘴上说着不伪腐，真想想和同性恋解除，我却有点不知所措。
该怎么和他们相处，正常做朋友？又怕一些小习惯会刺激到他们，在群里也不敢太开玩笑。
因为嘴上不说，可是同性恋其实还是很敏感脆弱的，他们还是在意别人的目光，我想有一天能和他们就是开玩笑，也不用担心他们会不会多想。
而且，我也不知道自己是不是害怕同性恋，因为我……对男孩没兴趣，甚至有点排斥男生的接触，我还是有点害怕，万一我喜欢同性呢？
现在我闺蜜和我开玩笑，说我是她男朋友，都开始有点接受不了，性向这种东西，结束同性恋很容易，毕竟与我无关，但是万一那个人是我呢！我连和妈妈说，问问我万一喜欢女生怎么办，都不敢，因为我妈肯定会骂我，然后说我多想。",0.0109,负面,0.0002,0.9889
4443,不吃辣椒の兔子,2019-11-29 21:55,我以后有儿子，我是绝对不会反对他找男朋友的，因为儿媳妇儿比较麻烦，他带男朋友回来，这样我就等于两个儿子，多划算,0.9984,正面,0.0,0.0015
4444,Takene39,2019-11-29 21:39,"无所谓吧，左右都是爱情。
其实一直不懂有啥好反对的，一视同仁别太宽容也别太偏见不好吗…",0.9603,正面,0.0268,0.0129
4445,绿竹漪漪2768,2019-11-29 21:19,我做错了什么，让我看到这个视频。我xXXXXX,0.9857,正面,0.0006,0.0137
4446,愛如细雪入深海,2019-11-29 21:14,我老公说他不反感同性，但是如果我百合他接受不了。,0.787,正面,0.013,0.1999
4447,唯灵wierli,2019-11-29 20:53,多好啊 又多白捡一儿子,0.832,正面,0.0007,0.1672
4448,脂砚摘,2019-11-29 20:54,支持所有为爱付出的结果合法化，也支持所有合法的爱。,0.9673,正面,0.0217,0.0108
4449,爱出汗的胡子哥,2019-11-29 20:08,感觉有点过了，普通人没有高喊着异性恋自豪，同性恋也没有必要为自己辩白同性恋有理。一个劲的总是为自己自豪这，自豪那的，其实真正歧视你们都是你们自己。,0.9932,正面,0.0,0.0067
4450,刻命裕也S,2019-11-29 19:28,先统一台湾吧,0.917,正面,0.0008,0.0821
4451,情悦淑美不怡,2019-11-29 19:15,中国现在男比女多5000万，未来中国说不定成为一个同性恋大国。,0.0115,负面,0.2381,0.7504
4452,____乖一,2019-11-29 18:37,真的感动,0.929,正面,0.0007,0.0703
4453,却道天凉好个鞦,2019-11-29 18:16,希望每个人都幸福,0.9885,正面,0.0019,0.0096
4454,2点66六循环,2019-11-29 17:42,这是一个漫长的过程，人生苦短，做自己就好，开心辛福最重要，祝福,0.5861,正面,0.1216,0.2923
4455,浅吟的瓶子,2019-11-29 16:50,我不歧视任何性向，希望以后在大家的争取下会有合法的一天，但是同性婚姻合法化还有很长的路要走，还有后续的一系列问题需要解决。,0.8768,正面,0.0925,0.0306
4456,机器人homer,2019-11-29 16:18,"反对同性恋观点：
1.自己不是同性恋，没办法共情去理解他们，生理上难以接受
2.将心比心如果自己小孩是同性恋，我会很痛苦
3.有很多人乱玩同性梗如“有两个名人在一起”还有嘴上说喜欢百合，其实是一种对后宫的向往，以及影视剧出现一些丑化同性恋的情节等，导致我个人莫名反感同性
支持同性恋观点
1.科学证明同性恋是天生的，不是心理疾病
2.同性恋没有造成社会危害，不应该干涉他们私生活
3.同性恋可以创造经济价值（不延伸讨论了）
4.你永远不知道自己有生之年会不会出柜
5.图灵 柴可夫斯基 王尔德都是我偶像
总的来说，我可以接受朋友gay，甚至自己是gay，但无法接受自己的小孩是lgbtq，最无法忍受乱玩梗的人或者是文学影视作品。",0.0186,负面,0.0848,0.8966
4457,胸口碎巨石z,2019-11-29 16:02,卧槽这是在深圳，我都不知道,0.9988,正面,0.0,0.0012
4458,missgao318,2019-11-29 15:46,只要放下了，这世界就美好了(●°u°●) 」,0.9911,正面,0.0001,0.0088
4459,夤潆甯霁,2019-11-29 15:48,要加油啊,0.9307,正面,0.0589,0.0102
4460,我竟然也秃了,2019-11-29 15:35,加油，支持你们，同性恋异性恋没有什么不同,0.9935,正面,0.0002,0.0063
4461,罗曼式的德孔波斯特拉,2019-11-29 15:21,很难，而且这次是不可能通过的，我指的是婚姻合法。但是先将“男女双方”“一夫一妻”这样的字词稍作调改还是有可能的。（其实台湾当时也是这么做的，先是改用词，再是改法律，尽管最后只是为选票）,0.9966,正面,0.0001,0.0033
4462,猪猪敢敢,2019-11-29 15:12,最后的亲亲我都害羞了哈哈哈,0.3883,负面,0.0852,0.5265
4463,仙女座阿瞬,2019-11-29 14:47,无公害的无性恋在这里,0.9936,正面,0.0016,0.0047
4464,五爱晴,2019-11-29 14:21,真棒！支持！,0.993,正面,0.0005,0.0065
4465,爱数据的蓝精灵,2019-11-29 13:59,以前高中班上有个女生就是同性恋者，我一直觉得，感情这种事是人家自己的，不管人家喜欢谁，是男是女，都是人家的事，或许有些人不一定理解，但要尊重。,0.9975,正面,0.0002,0.0023
4466,果酱泰甜,2019-11-29 13:30,祝99，天呐，我想要有个gay蜜,0.9972,正面,0.0001,0.0027
4467,唯一枫唯,2019-11-29 13:19,对于同性恋这个，不支持不反对，都有自己爱人的权利，不抬高你，不贬低你。高中的时候，一个朋友，其实我并不确定她是不是。我是属于那种对谁都很好，温温和和的人。正好她那段时间特别特别自卑？成绩上的事情，她从普通班升到我们快班，跟不上。我挺帮她的，属于把她当朋友，给鼓励，生活上能想到的就尽量帮。最后我发现不对，她总爱抱我，亲我，但是女生嘛，还是很正常，没想太多，就是有点别扭。可是后面我发现越来越过了，我感觉不太对。那个时候我还没有同性恋这个概念，就是非常难受。慢慢的，我就有点躲着她，慢慢的疏远。后面我知道，并且了解这个概念后，感觉挺对不起她的，我想如果她真的是，我应该很伤她，而且在那个时候，她也需要别人帮她。但是我当时真的害怕，我也什么都不懂，我都能那么无措，那她本人该有多恐惧，作为朋友我却逃避了。如果再给我一次机会，我想我会以更好的方法尽最大的努力帮助她。对不起，真的对不起！这件事一直硌在心里，特别难受。,0.9977,正面,0.0001,0.0022
4468,中国港澳台懂吗,2019-11-29 13:16,支持同性恋婚姻保护法 都是爱 不要那么在意下半身是怎么样的,0.896,正面,0.0014,0.1026
4469,浅尝灬辄止彡,2019-11-29 13:05,"我不反对也不支持同性恋，但是我明白，这是他们的权利，喜欢一个人、爱上一个人的权利，你没权利去因为个人喜好去剥夺。
我觉着，自己应该是不抬高、不贬低同性恋，用平常心对待就好，因为同性恋和异性恋都一样，只是单纯的一个人爱上了另一个人。
我也愿意为同性恋发声，也祝福你们，虽然我自己还是个母胎单身",0.839,正面,0.0552,0.1057
4470,亚莉安娜不吃梨,2019-11-29 12:57,LGBT的小伙伴们，你们一定要爱自己，不要管别人的眼光怎样,0.0097,负面,0.0056,0.9847
4471,雅小妙_,2019-11-29 12:36,为什么要结婚？自己一个人一直单身不好？,0.9472,正面,0.0363,0.0164
4472,獨個攀塔尖等背影,2019-11-29 12:30,一辈子说长不长，有个人肯陪自己到老就不错了，不care性别，开心就好,0.8939,正面,0.0026,0.1034
4473,拖神,2019-11-29 12:21,以前同事就是同性恋，人家两口子一起买车买房，经常出国旅游潇潇洒洒的。,0.4479,负面,0.0119,0.5402
4474,薯条不蘸番茄酱的的X,2019-11-29 10:57,阿姨好棒！love is love,0.9981,正面,0.0,0.0019
4475,赵弘仪,2019-11-29 10:27,祝福祝福！！,0.9986,正面,0.0,0.0014
4476,神秘操控人,2019-11-29 09:15,为什么会出现这种心理，有大佬能从心理学的方面科普一下吗？,0.2735,负面,0.0751,0.6513
4477,叁BODY-北海章章,2019-11-29 09:10,我已经去写了，这个合法保障很重要！一能减少大部分的骗婚事件，二同性伴侣共同买的固定资产和投资理财能得到应有的保护，同时，就医签字权和财产继承权都能得到公平合法的保证！,0.9657,正面,0.0021,0.0321
4478,炒卖圣诞,2019-11-29 08:42,不敢出柜，妈妈得了癌症，害怕出柜接受不了病情恶化,0.7157,正面,0.1841,0.0999
4479,账号已注销,2019-11-29 08:31,出柜是啥意思。。。,0.9948,正面,0.0009,0.0043
4480,哈喽八琴,2019-11-29 00:34,BGM来源于电影《谁先爱上他的》，是好电影，但是看的很压抑。。。,0.9312,正面,0.0048,0.0641
4481,Tattoo1275,2019-11-28 23:50,要幸福哦,0.9842,正面,0.0002,0.0156
4482,ShuYamino的隐婚对象,2019-11-28 23:35,没有任何一种法律能让相爱的人分开，如果有，那就是法律需要修改,0.9986,正面,0.0001,0.0013
4483,特殊充电方式,2019-11-28 22:43,看见最后的那个吻真的觉得太好了 真的为你们开心,0.8228,正面,0.0207,0.1564
4484,一片钟情于磕cp的叶子,2019-11-28 21:09,泪目了，真心希望平等对待早日到来,0.0392,负面,0.0133,0.9475
4485,张海斯,2019-11-28 20:43,合肥的亲友会办的也很不错。,0.0748,负面,0.1712,0.754
4486,初雪悦,2019-11-28 19:55,一定要幸福啊,0.9945,正面,0.0037,0.0017
4487,酢乙女爱君,2019-11-28 19:53,太治愈了，这个妈妈真的很温柔，很包容。虽然我不弯，但是却被这个妈妈感动的哭了,0.9621,正面,0.0138,0.0239
4488,悠闲自在开心,2019-11-28 19:37,越是避讳，越容易引起孩子的好奇心，平等看待反而更好，每个人都是自由的,0.1084,中性,0.6186,0.2728
4489,不2不叫叶知秋,2019-11-28 19:32,我觉得是双胞胎的话比较好 家长应该容易接受,0.9812,正面,0.0004,0.0183
